index_zmu;POP_TOT_ZMU;zmu;comune;nome_comun;quartiere;pgtu;municipio;OperatorInfo;NumberOfPoints;ID;city;Connection_TypeID;Connection_ID;Power;charging_stations
181.0;61346;1058079;58079;Pomezia;;7;;Eneldrive Via dei Castelli Romani;1;57866;Pomezia;36;72687;3.7;1
181.0;61346;1058079;58079;Pomezia;;7;;McDonald's POMEZIA | ENELX;2;171010;Pomezia;36;260579;3.7;1
181.0;61346;1058079;58079;Pomezia;;7;;McDonald's POMEZIA | ENELX;2;171010;Pomezia;25;260578;22;1
181.0;61346;1058079;58079;Pomezia;;7;;Eneldrvie Stazione Santa Palomba;2;91460;Pomezia ;25;129193;22;1
181.0;61346;1058079;58079;Pomezia;;7;;Eneldrvie Stazione Santa Palomba;2;91460;Pomezia ;36;129194;3.7;1
181.0;61346;1058079;58079;Pomezia;;7;;Santa Palomba Fiorucci | EnelX;2;133169;Pomezia;25;186054;22;1
181.0;61346;1058079;58079;Pomezia;;7;;Santa Palomba Fiorucci | EnelX;2;133169;Pomezia;36;186055;3.7;1
186.0;8340;1001407;58120;Fiumicino;;7;;Aranova Rosi | EnelX;2;115487;Fiumicino;25;162055;22;1
186.0;8340;1001407;58120;Fiumicino;;7;;Aranova Rosi | EnelX;2;115487;Fiumicino;36;162056;3.7;1
186.0;8340;1001407;58120;Fiumicino;;7;;Stazione Torre In Pietra - Palidoro | EnelX;2;115486;Fiumicino;36;162054;3.7;1
186.0;8340;1001407;58120;Fiumicino;;7;;Stazione Torre In Pietra - Palidoro | EnelX;2;115486;Fiumicino;25;162053;22;1
192.0;225;1000141;58091;Roma;Colonna;1;1.0;Roma Crispi | EnelX;2;58121;Roma;25;73159;3;1
192.0;225;1000141;58091;Roma;Colonna;1;1.0;Roma Crispi | EnelX;2;58121;Roma;36;73160;3;1
196.0;0;1001004;58091;Roma;Don Bosco;3;7.0;Eneldrive Cinecittà;2;58087;Roma;36;73097;3;1
196.0;0;1001004;58091;Roma;Don Bosco;3;7.0;Eneldrive Cinecittà;2;58087;Roma;25;73096;3;1
203.0;7039;1001529;58091;Roma;Portuense;3;11.0;Garage Berardo | EnelX;2;128483;Roma;25;179308;22;1
207.0;4884;1001505;58091;Roma;Portuense;3;11.0;Autorimessa Fantilli | EnelX;2;130230;Roma;25;181872;22;1
214.0;3513;1001615;58091;Roma;Gianicolense;2;12.0;Eneldrive Park Trastevere ATAC;2;58226;Roma;36;73398;3;1
214.0;3513;1001615;58091;Roma;Gianicolense;2;12.0;Eneldrive Park Trastevere ATAC;2;58226;Roma;25;73397;3;1
217.0;4519;1000485;58091;Roma;Monte Sacro;3;3.0;Via Valtravaglia;4;194116;Rome;25;315411;22;1
217.0;4519;1000485;58091;Roma;Monte Sacro;3;3.0;Via Valtravaglia;4;194116;Rome;36;315412;3.7;1
221.0;6398;1000603;58091;Roma;Prenestino-Labicano;3;5.0;Acea Piazza Roberto Malatesta;1;211318;Roma;1036;351586;43;1
221.0;6398;1000603;58091;Roma;Prenestino-Labicano;3;5.0;Acea Piazza Roberto Malatesta;1;211318;Roma;33;351584;50;1
221.0;6398;1000603;58091;Roma;Prenestino-Labicano;3;5.0;Acea Piazza Roberto Malatesta;1;211318;Roma;2;351585;50;1
223.0;1223;1000215;58091;Roma;Trieste;2;2.0;Piazza di Sant'Emerenziana;1;194144;Rome;36;315485;3.7;1
223.0;1223;1000215;58091;Roma;Trieste;2;2.0;Piazza di Sant'Emerenziana;1;194144;Rome;25;315484;22;1
226.0;411;1000715;58091;Roma;Torre Spaccata;4;5.0;GranRoma;1;171011;Roma;25;260580;22;1
228.0;2221;1000922;58091;Roma;Tuscolano;2;7.0;Parking Due Emme | EnelX;2;130228;Roma;25;181869;22;1
237.0;3552;1001712;58091;Roma;Trionfale;2;1.0;Parcheggio Mercato Trionfale - Musei Vaticani ;2;48308;Roma;25;59170;22;1
240.0;2457;1001716;58091;Roma;Prati;2;1.0; NH Collection Roma Giustiniano;1;65470;Roma;0;89636;not available;1
246.0;163;1001730;58091;Roma;Della Vittoria;2;1.0;Parking Faravelli;3;81962;Roma;30;116364;22;1
251.0;5080;1000428;58091;Roma;Marcigliana;5;3.0;Acea ;2;174936;Roma;1036;270479;43;1
251.0;5080;1000428;58091;Roma;Marcigliana;5;3.0;Acea ;2;174936;Roma;2;270478;50;1
251.0;5080;1000428;58091;Roma;Marcigliana;5;3.0;Acea ;2;174936;Roma;33;270477;50;1
251.0;5080;1000428;58091;Roma;Marcigliana;5;3.0;Nissan Autogiapponese;1;108290;Roma;2;152438;44;1
251.0;5080;1000428;58091;Roma;Marcigliana;5;3.0;Gallo Capitale Pizza E Grill;1;104004;726;30;146328;22;1
262.0;2061;1000437;58091;Roma;Monte Sacro Alto;4;3.0;Via Franco Sacchetti;2;194118;Rome;1036;315417;43;1
262.0;2061;1000437;58091;Roma;Monte Sacro Alto;4;3.0;Via Franco Sacchetti;2;194118;Rome;2;315416;50;1
262.0;2061;1000437;58091;Roma;Monte Sacro Alto;4;3.0;Via Franco Sacchetti;2;194118;Rome;33;315415;50;1
265.0;3927;1001801;58091;Roma;Aurelio;2;13.0;Eneldrive Stazione  Roma S.Pietro;2;58108;Roma;36;73134;3;1
265.0;3927;1001801;58091;Roma;Aurelio;2;13.0;Eneldrive Stazione  Roma S.Pietro;2;58108;Roma;25;73133;3;1
266.0;420;1000102;58091;Roma;S.Eustachio;1;1.0;Roma Piazza Sant'Andrea | EnelX;2;58118;Roma;36;73154;3;1
266.0;420;1000102;58091;Roma;S.Eustachio;1;1.0;Roma Piazza Sant'Andrea | EnelX;2;58118;Roma;25;73153;22;1
266.0;420;1000102;58091;Roma;S.Eustachio;1;1.0;Eneldrive Teatro Valle;3;58117;Roma;25;73151;3;1
266.0;420;1000102;58091;Roma;S.Eustachio;1;1.0;Eneldrive Teatro Valle;3;58117;Roma;36;73152;3;1
268.0;3536;1001803;58091;Roma;Aurelio;2;13.0;Hotel Residence Vatican Suites;1;104953;Rome;1036;147642;6.6;1
273.0;1839;1000701;58091;Roma;Collatino;3;5.0;Esselunga Prenestino;2;148191;Roma;25;205226;11;1
274.0;1394;1000902;58091;Roma;Tuscolano;2;7.0;Roma Via Aosta | EnelX Fast;2;170580;Roma;2;259527;50;1
274.0;1394;1000902;58091;Roma;Tuscolano;2;7.0;Roma Via Aosta | EnelX Fast;2;170580;Roma;33;259526;50;1
274.0;1394;1000902;58091;Roma;Tuscolano;2;7.0;Roma Via Aosta | EnelX Fast;2;170580;Roma;1036;259528;43;1
280.0;1811;1000247;58091;Roma;Trieste;2;2.0;Roma Arno | EnelX;2;149414;Roma;36;207011;3.7;1
280.0;1811;1000247;58091;Roma;Trieste;2;2.0;Roma Arno | EnelX;2;149414;Roma;25;207012;22;1
281.0;2916;1001049;58091;Roma;Casal Morena;5;7.0;Acea Anagnina;2;189458;Roma;33;305690;50;1
281.0;2916;1001049;58091;Roma;Casal Morena;5;7.0;Acea Anagnina;2;189458;Roma;2;305691;50;1
281.0;2916;1001049;58091;Roma;Casal Morena;5;7.0;Acea Anagnina;2;189458;Roma;1036;305692;22;1
287.0;1230;1001411;58120;Fiumicino;;7;;Municipio di Fiumicino | EnelX;2;131960;Fiumicino;25;184196;22;1
287.0;1230;1001411;58120;Fiumicino;;7;;Municipio di Fiumicino | EnelX;2;131960;Fiumicino;36;184197;3.7;1
289.0;483;1001965;58091;Roma;Casalotti;5;14.0;Hotel Residence Santa Rosa;1;104954;Rome;1036;147643;10;1
302.0;2283;1001807;58091;Roma;Aurelio;4;13.0;The Church Palace;1;117154;481;30;165365;22;1
305.0;2643;1001816;58091;Roma;Aurelio;2;13.0; Hotel NH Roma Villa Carpegna;2;65471;Roma;16;89637;3.6;1
311.0;3346;1001105;58091;Roma;Ostiense;3;8.0;Via Girolamo Benzoni;2;194138;Rome;33;315470;50;1
311.0;3346;1001105;58091;Roma;Ostiense;3;8.0;Via Girolamo Benzoni;2;194138;Rome;1036;315472;43;1
311.0;3346;1001105;58091;Roma;Ostiense;3;8.0;Via Girolamo Benzoni;2;194138;Rome;2;315471;50;1
321.0;6575;1001410;58120;Fiumicino;;7;;Fiumicino Torre Clementina | EnelX;2;130106;Fiumicino;36;181641;3.7;1
321.0;6575;1001410;58120;Fiumicino;;7;;Fiumicino Torre Clementina | EnelX;2;130106;Fiumicino;25;181640;22;1
321.0;6575;1001410;58120;Fiumicino;;7;;Fiumicino Ombrine | EnelX;2;109793;Fiumicino ;36;154621;3.7;1
321.0;6575;1001410;58120;Fiumicino;;7;;Fiumicino Ombrine | EnelX;2;109793;Fiumicino ;25;154620;22;1
324.0;3836;1001825;58091;Roma;Aurelio;3;13.0; Centro Commerciale AURA;6;102188;Roma ;25;143761;22;1
324.0;3836;1001825;58091;Roma;Aurelio;3;13.0;Supercharger Roma City;8;272873;Roma;33;466668;250;1
329.0;4684;1001708;58091;Roma;Della Vittoria;2;1.0;Roma Clodio | EnelX;2;58110;Roma;36;73138;3;1
329.0;4684;1001708;58091;Roma;Della Vittoria;2;1.0;Roma Clodio | EnelX;2;58110;Roma;25;73137;3;1
339.0;2289;1001856;58091;Roma;Primavalle;3;13.0;Eneldrive Battistini;2;58106;Roma;36;73130;3;1
339.0;2289;1001856;58091;Roma;Primavalle;3;13.0;Eneldrive Battistini;2;58106;Roma;25;73129;3;1
360.0;269;1001902;58091;Roma;Trionfale;3;14.0;Rome Cavalieri, A Waldorf Astoria Resort;1;105694;Roma;30;148512;22;1
362.0;4659;1001906;58091;Roma;Trionfale;3;14.0;Axpo - Stazio;4;126215;Roma;1036;176397;7.4;1
367.0;2478;1000253;58091;Roma;Trieste;2;2.0;LUISS University | EnelX;4;58240;Roma;36;73425;3;1
367.0;2478;1000253;58091;Roma;Trieste;2;2.0;LUISS University | EnelX;4;58240;Roma;25;73424;22;1
370.0;4419;1000309;58091;Roma;Tiburtino;2;2.0;Garage Autobruzi | EnelX;4;149460;Roma;25;207058;22;1
375.0;2147;1001925;58091;Roma;Trionfale;3;14.0;Hotel Residence Villa Tassoni;1;104952;Rome;1036;147641;7;1
381.0;2320;1000274;58091;Roma;Trieste;2;2.0; Roma Vescovio | EnelX;1;58243;Roma;25;73430;22;1
381.0;2320;1000274;58091;Roma;Trieste;2;2.0; Roma Vescovio | EnelX;1;58243;Roma;36;73431;3;1
401.0;15111;1001612;58091;Roma;Gianicolense;2;12.0;Roma de' Paoli | EnelX;2;128485;Roma;25;179310;22;1
401.0;15111;1001612;58091;Roma;Gianicolense;2;12.0;Acea Falconieri ;1;175489;Roma;25;271455;22;1
401.0;15111;1001612;58091;Roma;Gianicolense;2;12.0;Acea Falconieri ;1;175489;Roma;33;271453;50;1
401.0;15111;1001612;58091;Roma;Gianicolense;2;12.0;Acea Falconieri ;1;175489;Roma;2;271454;50;1
405.0;1416;1000235;58091;Roma;Trieste;2;2.0;Via di Santa Maria Goretti;2;194143;Rome;36;315483;3.7;1
405.0;1416;1000235;58091;Roma;Trieste;2;2.0;Via di Santa Maria Goretti;2;194143;Rome;25;315482;22;1
406.0;7763;1001938;58091;Roma;Ottavia;4;14.0;Eneldrive Fast EVA+ Selva candida Interna;2;104474;Roma;2;147045;50;1
406.0;7763;1001938;58091;Roma;Ottavia;4;14.0;Eneldrive Fast EVA+ Selva candida Interna;2;104474;Roma;1036;147046;43;1
406.0;7763;1001938;58091;Roma;Ottavia;4;14.0;Eneldrive Fast EVA+ Selva candida Interna;2;104474;Roma;33;147044;50;1
417.0;600;1002011;58091;Roma;Grottarossa;4;15.0;Eneldrive  Saxa Rubra;1;58105;Roma;36;73128;3;1
417.0;600;1002011;58091;Roma;Grottarossa;4;15.0;Eneldrive  Saxa Rubra;1;58105;Roma;25;73127;3;1
430.0;710;1002012;58091;Roma;Grottarossa;4;15.0;Ewiva Via Flaminia;14;209857;not avaialble;33;348546;300;1
449.0;3106;1002032;58091;Roma;Tor di Quinto;3;15.0;Piazza Stefano Jacini;4;194121;Rome;36;315424;3.7;1
449.0;3106;1002032;58091;Roma;Tor di Quinto;3;15.0;Piazza Stefano Jacini;4;194121;Rome;25;315423;22;1
456.0;535;1002035;58091;Roma;Grottarossa;4;15.0;Autostar Flaminia;2;108446;Roma;25;152702;22;1
465.0;505;1000186;58091;Roma;Castro Pretorio;1;1.0;Eneldrive Via Torino;1;58232;Roma;36;73410;3;1
465.0;505;1000186;58091;Roma;Castro Pretorio;1;1.0;Eneldrive Via Torino;1;58232;Roma;25;73409;3;1
469.0;1748;1002073;58091;Roma;Tor di Quinto;3;15.0;Ewiva Corso di Francia;6;174414;Roma;33;268637;350;1
469.0;1748;1002073;58091;Roma;Tor di Quinto;3;15.0;Ewiva Corso di Francia;6;174414;Roma;2;268638;80;1
469.0;1748;1002073;58091;Roma;Tor di Quinto;3;15.0;Ewiva Corso di Francia;6;174414;Roma;25;268639;11;1
484.0;410;1000107;58091;Roma;Trevi;1;1.0;Roma Santi Apostoli | EnelX;2;58119;Roma;25;73155;3;1
484.0;410;1000107;58091;Roma;Trevi;1;1.0;Roma Santi Apostoli | EnelX;2;58119;Roma;36;73156;3;1
487.0;14701;1001413;58120;Fiumicino;;7;;EnelX EVA+ Roma  Parco Leonardo;2;95784;Fiumicino ;1036;135215;43;1
487.0;14701;1001413;58120;Fiumicino;;7;;EnelX EVA+ Roma  Parco Leonardo;2;95784;Fiumicino ;33;135213;50;1
487.0;14701;1001413;58120;Fiumicino;;7;;EnelX EVA+ Roma  Parco Leonardo;2;95784;Fiumicino ;2;135214;50;1
487.0;14701;1001413;58120;Fiumicino;;7;;CC Parco Da Vinci - Fiumicino - Enel X;5;190064;Fiumicino;36;306904;3.7;1
487.0;14701;1001413;58120;Fiumicino;;7;;CC Parco Da Vinci - Fiumicino - Enel X;5;190064;Fiumicino;25;306903;22;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190066;Fiumicino;36;306908;3.7;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190067;Fiumicino;36;306910;3.7;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190066;Fiumicino;25;306907;22;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190065;Fiumicino;36;306906;3.7;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190067;Fiumicino;25;306909;22;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel x;3;190065;Fiumicino;25;306905;22;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel X;3;190068;Fiumicino;25;306911;22;1
487.0;14701;1001413;58120;Fiumicino;;7;;Parco Da Vinci - Fiumicino - Enel X;3;190068;Fiumicino;36;306912;3.7;1
491.0;23309;1058059;58059;Mentana;;7;;Mentana Zeri | ENELX;2;149619;Mentana;36;207256;3.7;1
491.0;23309;1058059;58059;Mentana;;7;;Mentana Zeri | ENELX;2;149619;Mentana;25;207255;22;1
491.0;23309;1058059;58059;Mentana;;7;;Ewiva Mentana;2;266313;Mentana ;33;452436;150;1
491.0;23309;1058059;58059;Mentana;;7;;Mentana Amendola | EnelX;2;135235;Mentana ;36;188729;3.7;1
491.0;23309;1058059;58059;Mentana;;7;;Mentana Amendola | EnelX;2;135235;Mentana ;25;188728;22;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X Municipio;1;174911;Anzio;36;270437;3;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X Municipio;1;174911;Anzio;25;270436;22;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X CoTIE;2;189556;Anzio;33;305887;50;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X CoTIE;2;189556;Anzio;1036;305889;43;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X CoTIE;2;189556;Anzio;2;305888;50;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X Ospedale;1;174895;Anzio;25;270405;22;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X ;1;174885;Anzio;25;270387;22;1
495.0;52335;1058007;58007;Anzio;;7;;Centro Anthos Ii;2;109229;not avaialble;30;154000;22;1
495.0;52335;1058007;58007;Anzio;;7;;Coop;1;108044;Anzio RM;1036;152052;not available;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X Stazione Padiglione;1;174882;Anzio;36;270382;3;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X Stazione Padiglione;1;174882;Anzio;25;270381;22;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X  Lido dei Pini;1;174872;Via dei Gelsi 509;36;270365;3;1
495.0;52335;1058007;58007;Anzio;;7;;Enel X  Lido dei Pini;1;174872;Via dei Gelsi 509;25;270364;22;1
499.0;2215;1001636;58091;Roma;Portuense;2;12.0;Via Ettore Rolli;4;194139;Rome;25;315473;22;1
499.0;2215;1001636;58091;Roma;Portuense;2;12.0;Via Ettore Rolli;4;194139;Rome;36;315474;3.7;1
502.0;2768;1058012;58012;Bellegra;;7;;Via Macerone 2;1;209010;Bellegra;25;347157;22;1
504.0;4130;1058016;58016;Canale monterano;;7;;Terme di Stigliano;2;130443;Canale Monterano;25;182102;22;1
508.0;10693;1058026;58026;Cave;;7;;Via della Selce Cave;2;192371;Cave;25;311895;22;1
508.0;10693;1058026;58026;Cave;;7;;Cave zona artigianale;1;192019;Cave;25;311257;22;1
508.0;10693;1058026;58026;Cave;;7;;Via Falcone e Borsellino;2;192029;Cave;25;311270;22;1
509.0;5757;1001623;58091;Roma;Gianicolense;3;12.0;Supermercato PIM Newton;3;94306;Roma ;36;133016;not available;1
509.0;5757;1001623;58091;Roma;Gianicolense;3;12.0;Supermercato PIM Newton;3;94306;Roma ;25;133015;not available;1
511.0;845;1058025;58025;Castel san pietro;;7;;Via 4 Novembre;1;209008;Castel San Pietro Romano;25;347154;15;1
511.0;845;1058025;58025;Castel san pietro;;7;;Via Vito Fontana 1;1;209009;Castel San Pietro Romano;25;347155;20;1
511.0;845;1058025;58025;Castel san pietro;;7;;Via Vito Fontana 1;1;209009;Castel San Pietro Romano;36;347156;3.7;1
515.0;20924;1058034;58034;Colleferro;;7;;Via dei Larici;1;192035;Colleferro;25;311279;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Palasport Comunale Colleferro Driwe;1;172555;Colleferro;25;263206;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Via Francesco Petrarca;1;192034;Colleferro;25;311278;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Corso Filippo Turati;1;192033;Colleferro;25;311277;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Piazza Italia;1;192032;Colleferro;25;311276;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Quarto Chilometro Driwe;1;172554;Colleferro;25;263205;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Via Casilina Centro Commerciale;1;192036;Colleferro;25;311280;22;1
515.0;20924;1058034;58034;Colleferro;;7;;Truckvillage Colleferro;6;71437;Colleferro;17;101870;22;1
515.0;20924;1058034;58034;Colleferro;;7;;EnelX EVA+  Truckvillage Colleferro;2;119019;Colleferro ;1036;167836;43;1
515.0;20924;1058034;58034;Colleferro;;7;;EnelX EVA+  Truckvillage Colleferro;2;119019;Colleferro ;2;167835;50;1
515.0;20924;1058034;58034;Colleferro;;7;;EnelX EVA+  Truckvillage Colleferro;2;119019;Colleferro ;33;167834;50;1
520.0;5171;1058063;58063;Montelibretti;;7;;Montelibretti S.Antonio | ENELX;2;171600;Montelibretti;36;261702;3.7;1
520.0;5171;1058063;58063;Montelibretti;;7;;Montelibretti S.Antonio | ENELX;2;171600;Montelibretti;25;261701;22;1
520.0;5171;1058063;58063;Montelibretti;;7;;Borgo Santa Maria Don Luigi Sturzo |  ENELX;2;171599;Montelibretti;25;261699;22;1
520.0;5171;1058063;58063;Montelibretti;;7;;Borgo Santa Maria Don Luigi Sturzo |  ENELX;2;171599;Montelibretti;36;261700;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Pasolini | EnelX;2;134284;Fiano Romano;36;187421;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano dalla Chiesa | EnelX;2;134282;Fiano Romano;36;187417;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano dalla Chiesa | EnelX;2;134282;Fiano Romano;25;187416;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;FIANO ROMANO Belvedere | ENELX;2;149230;Fiano Romano;25;206741;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;FIANO ROMANO Belvedere | ENELX;2;149230;Fiano Romano;36;206742;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Terracini | EnelX;2;134283;Fiano Romano;36;187419;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Ionity Hotel Hampton By Hilton;6;194642;Fiano Romano;33;316493;350;1
524.0;15424;1058036;58036;Fiano romano;;7;;Ewiva Fiano Romano;2;194456;Fiano Romano;33;316131;150;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Tiberina | EnelX;2;134287;Fiano Romano;25;187426;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Tiberina | EnelX;2;134287;Fiano Romano;36;187427;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Via Firenze | EnelX;2;134286;Fiano Romano;25;187424;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Via Firenze | EnelX;2;134286;Fiano Romano;36;187425;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Eneldrive Fast EVA+ Conad Fiano Romano;2;104444;RM;2;146992;50;1
524.0;15424;1058036;58036;Fiano romano;;7;;Eneldrive Fast EVA+ Conad Fiano Romano;2;104444;RM;33;146991;50;1
524.0;15424;1058036;58036;Fiano romano;;7;;Eneldrive Fast EVA+ Conad Fiano Romano;2;104444;RM;1036;146993;43;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Pasolini | EnelX;2;134284;Fiano Romano;25;187420;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;BECHARGE Enerpetroli Fiano Romano;2;171202;Fiano Romano;25;261051;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano San Sebastiano | EnelX;2;134285;Fiano Romano;36;187423;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano San Sebastiano | EnelX;2;134285;Fiano Romano;25;187422;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;FIANO ROMANO Tevere | ENELX;2;149231;Tevere;36;206744;3.7;1
524.0;15424;1058036;58036;Fiano romano;;7;;FIANO ROMANO Tevere | ENELX;2;149231;Tevere;25;206743;22;1
524.0;15424;1058036;58036;Fiano romano;;7;;Fiano Romano Terracini | EnelX;2;134283;Fiano Romano;25;187418;22;1
530.0;5716;1058042;58042;Genazzano;;7;;Piazza della Repubblica;1;209007;Genazzano;25;347153;22;1
533.0;6371;1058049;58049;Labico;;7;;Circonvallazione Giovanni Falcone Labico;2;192372;Labico;25;311896;22;1
533.0;6371;1058049;58049;Labico;;7;;Labico;2;192020;Labico;25;311258;22;1
534.0;1892;1000932;58091;Roma;Appio-Latino;2;7.0;Roma Ponte Lungo | EnelX;4;130229;Roma;36;181871;3.7;1
534.0;1892;1000932;58091;Roma;Appio-Latino;2;7.0;Roma Ponte Lungo | EnelX;4;130229;Roma;25;181870;22;1
552.0;1333;1058069;58069;Nazzano;;7;;Eneldrive Nazzano;2;94080;Nazzano;25;132707;22;1
552.0;1333;1058069;58069;Nazzano;;7;;Eneldrive Nazzano;2;94080;Nazzano;36;132708;3;1
553.0;40898;1058065;58065;Monterotondo;;7;;Centro Commerciale Monterotondo;2;118089;Monterotondo;25;166583;22;1
553.0;40898;1058065;58065;Monterotondo;;7;;Enel X Monterotondo Lampedusa ;1;190444;Monterotondo;25;307980;22;1
557.0;1862;1058070;58070;Nemi;;7;;Nemi Trebbiano | EnelX;2;130883;Nemi;25;182736;22;1
557.0;1862;1058070;58070;Nemi;;7;;Nemi Trebbiano | EnelX;2;130883;Nemi;36;182737;3.7;1
