index_zmu;POP_TOT_ZMU;zmu;comune;nome_comun;quartiere;pgtu;municipio;OperatorInfo;NumberOfPoints;ID;city;Connection_TypeID;Connection_ID;Power;charging_stations
557.0;1862;1058070;58070;Nemi;;7;;Eneldrive Nemi;2;85856;Nemi;25;121593;22;1
557.0;1862;1058070;58070;Nemi;;7;;Eneldrive Nemi;2;85856;Nemi;36;121594;3.7;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Ovest;2;57860;Frascati;2;72676;44;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Ovest;2;57860;Frascati;25;72675;22;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Ovest;2;57860;Frascati;33;72677;44;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Est (Esso);2;57859;Frascati;2;72673;44;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Est (Esso);2;57859;Frascati;25;72672;22;1
588.0;5010;1058128;58039;FRASCATI;;7;;Area di Servizio Frascati Est (Esso);2;57859;Frascati;33;72674;44;1
591.0;3204;1000128;58091;Roma;Esquilino;1;1.0;Best Western Hotel President;1;100013;17;30;140812;22;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano al Molo | EnelX;2;112932;Trevignano Romano;36;158403;3.7;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano al Molo | EnelX;2;112932;Trevignano Romano;25;158402;22;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Rena | EnelX;2;114035;Trevignano Romano;36;160237;3.7;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Rena | EnelX;2;114035;Trevignano Romano;25;160236;22;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Via Roma | EnelX;2;114036;Trevignano Romano;36;160239;3.7;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Via Roma | EnelX;2;114036;Trevignano Romano;25;160238;22;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Platani | EnelX;2;112933;Trevignano Romano;36;158405;3.7;1
593.0;5641;1058107;58107;Trevignano romano;;7;;Trevignano Platani | EnelX;2;112933;Trevignano Romano;25;158404;22;1
594.0;2802;1000410;58091;Roma;Monte Sacro Alto;4;3.0;Via Ugo Ojetti;2;194142;Rome;36;315481;3.7;1
594.0;2802;1000410;58091;Roma;Monte Sacro Alto;4;3.0;Via Ugo Ojetti;2;194142;Rome;25;315480;22;1
594.0;2802;1000410;58091;Roma;Monte Sacro Alto;4;3.0;Eneldrive Ojetti;2;58091;Roma;36;73105;3;1
594.0;2802;1000410;58091;Roma;Monte Sacro Alto;4;3.0;Eneldrive Ojetti;2;58091;Roma;25;73104;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;Repower  Marina di San Nicola;1;174849;Ladispoli;25;270312;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;Repower Consorzio Marina di San Nicola;1;174814;Ladispoli;25;270252;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;EUROSPIN - Ladispoli;2;202665;Ladispoli;25;338311;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;EUROSPIN - Ladispoli;2;202665;Ladispoli;25;338312;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;Enel X - Parcheggio Stazione FS - Ladispoli;1;190443;Ladispoli;25;307979;22;1
602.0;39584;1058116;58116;Ladispoli;;7;;Ewiva Ladispoli;1;202664;Ladispoli;33;338310;100;1
602.0;39584;1058116;58116;Ladispoli;;7;;Enel X - Conad - Ladispoli;2;190062;Ladispoli;33;306899;50;1
602.0;39584;1058116;58116;Ladispoli;;7;;Enel X - Conad - Ladispoli;2;190062;Ladispoli;2;306900;50;1
602.0;39584;1058116;58116;Ladispoli;;7;;Enel X - Conad - Ladispoli;2;190062;Ladispoli;1036;306901;43;1
602.0;39584;1058116;58116;Ladispoli;;7;;Enel X - Carrefour -Ladispoli;1;190063;Ladispoli;25;306902;22;1
603.0;1871;1058118;58118;Ciampino;;7;; Mirauto Nissan;1;66244;Ciampino ;2;91090;44;1
603.0;1871;1058118;58118;Ciampino;;7;;CONCESSIONARIO NISSAN Mirauto;2;148315;Ciampino;25;205402;22;1
603.0;1871;1058118;58118;Ciampino;;7;;CONCESSIONARIO NISSAN Mirauto;2;148315;Ciampino;33;205401;50;1
603.0;1871;1058118;58118;Ciampino;;7;;CONCESSIONARIO NISSAN Mirauto;2;148315;Ciampino;2;205400;50;1
604.0;12749;1058125;58118;Ciampino;;7;;CM Motors | EnelX;2;130067;Ciampino;25;181573;22;1
607.0;6124;1001008;58091;Roma;Appio Claudio;3;7.0;Viale Tito Labieno;2;194123;Rome;2;315429;50;1
607.0;6124;1001008;58091;Roma;Appio Claudio;3;7.0;Viale Tito Labieno;2;194123;Rome;33;315428;50;1
607.0;6124;1001008;58091;Roma;Appio Claudio;3;7.0;Viale Tito Labieno;2;194123;Rome;1036;315430;43;1
637.0;277;1000160;58091;Roma;Colonna;1;1.0;Roma Palazzo Montecitorio | EnelX;2;58115;Roma;36;73148;3;1
637.0;277;1000160;58091;Roma;Colonna;1;1.0;Roma Palazzo Montecitorio | EnelX;2;58115;Roma;25;73147;3;1
638.0;2046;1001720;58091;Roma;Della Vittoria;2;1.0;Garage Dacar Roma | EnelX;3;171320;Roma;25;261202;3;1
640.0;2263;1001363;58091;Roma;Acilia Sud;6;10.0;Supermercato MA;1;175967;Roma;25;272652;not available;1
645.0;286;1000202;58091;Roma;Pinciano;2;2.0;Roma Facoltà di Architettura | EnelX;2;58245;Roma;36;73435;3;1
645.0;286;1000202;58091;Roma;Pinciano;2;2.0;Roma Facoltà di Architettura | EnelX;2;58245;Roma;25;73434;22;1
645.0;286;1000202;58091;Roma;Pinciano;2;2.0;Via Bruino Buozzi ang. Via Gramsci;4;194120;Rome;36;315422;3.7;1
645.0;286;1000202;58091;Roma;Pinciano;2;2.0;Via Bruino Buozzi ang. Via Gramsci;4;194120;Rome;25;315421;22;1
648.0;4837;1000912;58091;Roma;Appio-Latino;2;7.0;Supergarage Italia | EnelX;2;128498;Roma;25;179329;22;1
657.0;1440;1000521;58091;Roma;Pietralata;3;4.0;Enel X MiMS;4;189393;Roma;33;305547;50;1
657.0;1440;1000521;58091;Roma;Pietralata;3;4.0;Enel X MiMS;4;189393;Roma;25;305550;20;1
657.0;1440;1000521;58091;Roma;Pietralata;3;4.0;Enel X MiMS;4;189393;Roma;1036;305549;43;1
657.0;1440;1000521;58091;Roma;Pietralata;3;4.0;Enel X MiMS;4;189393;Roma;2;305548;50;1
663.0;8722;1058022;58022;Castel gandolfo;;7;;Via L. da Vinci;2;201610;Castel Gandolfo;25;335656;not available;1
669.0;1077;1000262;58091;Roma;Trieste;2;2.0;Via di Priscilla;2;194115;Rome;1036;315410;43;1
669.0;1077;1000262;58091;Roma;Trieste;2;2.0;Via di Priscilla;2;194115;Rome;2;315409;50;1
669.0;1077;1000262;58091;Roma;Trieste;2;2.0;Via di Priscilla;2;194115;Rome;33;315408;50;1
670.0;1625;1000231;58091;Roma;Trieste;2;2.0;Roma Regina Margherita | EnelX;4;58239;Roma;25;73422;22;1
670.0;1625;1000231;58091;Roma;Trieste;2;2.0;Roma Regina Margherita | EnelX;4;58239;Roma;36;73423;3.7;1
670.0;1625;1000231;58091;Roma;Trieste;2;2.0;Via Reno;4;194114;Rome;25;315406;22;1
670.0;1625;1000231;58091;Roma;Trieste;2;2.0;Via Reno;4;194114;Rome;36;315407;3.7;1
676.0;2242;1000258;58091;Roma;Parioli;2;2.0;Roma Yser | EnelX;4;127873;Roma;36;178523;3.7;1
676.0;2242;1000258;58091;Roma;Parioli;2;2.0;Roma Yser | EnelX;4;127873;Roma;25;178522;22;1
676.0;2242;1000258;58091;Roma;Parioli;2;2.0;Hilton Garden Inn Rome Claridge;1;100019;62;30;140818;22;1
677.0;555;1000217;58091;Roma;Trieste;2;2.0;Roma Istria | EnelX;4;58242;Roma;25;73428;3;1
677.0;555;1000217;58091;Roma;Trieste;2;2.0;Roma Istria | EnelX;4;58242;Roma;36;73429;3;1
684.0;1440;1000416;58091;Roma;Castel Giubileo;4;3.0; IKEA Porta di Roma;2;60781;Roma;36;76558;3;1
684.0;1440;1000416;58091;Roma;Castel Giubileo;4;3.0; IKEA Porta di Roma;2;60781;Roma;25;76557;22;1
684.0;1440;1000416;58091;Roma;Castel Giubileo;4;3.0;Enel X HPC Redicicoli;4;193754;Rome;33;314607;350;1
686.0;3073;1000914;58091;Roma;Appio-Latino;2;7.0;Eneldrive Magnagrecia;2;58230;Roma;36;73406;3;1
686.0;3073;1000914;58091;Roma;Appio-Latino;2;7.0;Eneldrive Magnagrecia;2;58230;Roma;25;73405;22;1
700.0;1113;1000109;58091;Roma;Campo Marzio;1;1.0;Roma Mausoleo di Augusto | EnelX;4;130802;Roma;36;182637;3.7;1
700.0;1113;1000109;58091;Roma;Campo Marzio;1;1.0;Roma Mausoleo di Augusto | EnelX;4;130802;Roma;25;182636;22;1
700.0;1113;1000109;58091;Roma;Campo Marzio;1;1.0;Roma Piazza del Popolo | EnelX;4;58113;Roma;25;73143;22;1
700.0;1113;1000109;58091;Roma;Campo Marzio;1;1.0;Roma Piazza del Popolo | EnelX;4;58113;Roma;36;73144;3.7;1
704.0;1962;1000117;58091;Roma;Trastevere;1;1.0;Roma Mastai | EnelX;2;58227;Roma;36;73400;3;1
704.0;1962;1000117;58091;Roma;Trastevere;1;1.0;Roma Mastai | EnelX;2;58227;Roma;25;73399;3;1
704.0;1962;1000117;58091;Roma;Trastevere;1;1.0;Roma Torre Anguillara | EnelX;1;58228;Roma;25;73401;22;1
704.0;1962;1000117;58091;Roma;Trastevere;1;1.0;Roma Torre Anguillara | EnelX;1;58228;Roma;36;73402;3.7;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;Roma Il Milione | EnelX;2;58058;Roma;36;73030;3;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;Roma Il Milione | EnelX;2;58058;Roma;25;73029;3;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;EnelX EVA+  Acea;8;114062;Roma;25;161990;22;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;EnelX EVA+  Acea;8;114062;Roma;36;161991;3.7;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;EnelX EVA+  Acea;8;114062;Roma;2;160283;50;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;EnelX EVA+  Acea;8;114062;Roma;1036;160284;43;1
708.0;837;1000121;58091;Roma;Ostiense;1;1.0;EnelX EVA+  Acea;8;114062;Roma;33;160282;50;1
710.0;1579;1000134;58091;Roma;Monti;1;1.0; Rome Life Hotel;1;88311;Roma;25;124781;not available;1
717.0;1609;1000145;58091;Roma;Castro Pretorio;1;1.0; Best Western Hotel Royal Santina;2;71478;Roma;1036;101922;22;1
717.0;1609;1000145;58091;Roma;Castro Pretorio;1;1.0;Eneldrive Indipendenza;2;50680;Roma;25;62000;22;1
717.0;1609;1000145;58091;Roma;Castro Pretorio;1;1.0;Eneldrive Indipendenza;2;50680;Roma;36;62001;3.7;1
718.0;858;1000214;58091;Roma;Trieste;2;2.0;Piazza Raffaele Casimiri;1;194141;Rome;36;315479;3.7;1
718.0;858;1000214;58091;Roma;Trieste;2;2.0;Piazza Raffaele Casimiri;1;194141;Rome;25;315478;22;1
719.0;2547;1000147;58091;Roma;Celio;1;1.0;Park Colosseo | EnelX;2;119077;Roma;25;167939;22;1
729.0;380;1000169;58091;Roma;Monti;1;1.0;Roma Ricci | EnelX;1;58231;Roma;25;73407;22;1
729.0;380;1000169;58091;Roma;Monti;1;1.0;Roma Ricci | EnelX;1;58231;Roma;36;73408;3.7;1
732.0;282;1000177;58091;Roma;Celio;1;1.0;Roma Dipartimento Tutela Ambientale | EnelX;2;58229;Roma;36;73404;3;1
732.0;282;1000177;58091;Roma;Celio;1;1.0;Roma Dipartimento Tutela Ambientale | EnelX;2;58229;Roma;25;73403;3;1
733.0;1451;1000208;58091;Roma;Flaminio;2;2.0;EnelDrive MAXXI;2;77916;Roma;25;112045;not available;1
733.0;1451;1000208;58091;Roma;Flaminio;2;2.0;EnelDrive MAXXI;2;77916;Roma;36;112046;3.5;1
748.0;789;1000212;58091;Roma;Pinciano;2;2.0;Eneldrive Bellini;2;58244;Roma;36;73433;3;1
748.0;789;1000212;58091;Roma;Pinciano;2;2.0;Eneldrive Bellini;2;58244;Roma;25;73432;22;1
751.0;2198;1000226;58091;Roma;Flaminio;2;2.0;Roma Mancini | EnelX;2;58247;Roma;25;73438;3;1
751.0;2198;1000226;58091;Roma;Flaminio;2;2.0;Roma Mancini | EnelX;2;58247;Roma;36;73439;3;1
751.0;2198;1000226;58091;Roma;Flaminio;2;2.0;Enel X ;1;189420;Roma;2;305614;50;1
751.0;2198;1000226;58091;Roma;Flaminio;2;2.0;Enel X ;1;189420;Roma;33;305613;50;1
751.0;2198;1000226;58091;Roma;Flaminio;2;2.0;Enel X ;1;189420;Roma;1036;305615;43;1
756.0;1813;1000222;58091;Roma;Pinciano;2;2.0;Aldrovandi Villa Borghese;1;71477;Roma;30;101921;11;1
757.0;188;1000219;58091;Roma;Parioli;2;2.0;Roma Stazione dell'Acqua Acetosa | EnelX fast;3;172602;Roma;1036;263325;43;1
757.0;188;1000219;58091;Roma;Parioli;2;2.0;Roma Stazione dell'Acqua Acetosa | EnelX fast;3;172602;Roma;2;263324;50;1
757.0;188;1000219;58091;Roma;Parioli;2;2.0;Roma Stazione dell'Acqua Acetosa | EnelX fast;3;172602;Roma;33;263323;50;1
758.0;2415;1000257;58091;Roma;Salario;2;2.0;Piazza Fiume | EnelX;2;58238;Roma;36;73421;3.7;1
758.0;2415;1000257;58091;Roma;Salario;2;2.0;Piazza Fiume | EnelX;2;58238;Roma;25;73420;22;1
763.0;39;1000333;58091;Roma;Tiburtino;2;2.0;Eneldrive Università La Sapienza;6;58233;Roma;36;73411;3;1
763.0;39;1000333;58091;Roma;Tiburtino;2;2.0;Eneldrive Università La Sapienza;1;58234;Roma;25;73412;22;1
763.0;39;1000333;58091;Roma;Tiburtino;2;2.0;Eneldrive Università La Sapienza;1;58234;Roma;36;73413;3;1
766.0;5;1000255;58091;Roma;Parioli;2;2.0;Roma Palazzetto Dello Sport | EnelX;4;58246;Roma;36;73437;3.7;1
766.0;5;1000255;58091;Roma;Parioli;2;2.0;Roma Palazzetto Dello Sport | EnelX;4;58246;Roma;25;73436;22;1
767.0;3074;1000250;58091;Roma;Trieste;2;2.0;Roma Viale Somalia 260 | EnelX ;2;106361;Roma;25;149315;22;1
779.0;145;1000302;58091;Roma;Nomentano;2;2.0;Lidl Jolly;2;107229;Roma;25;150672;22;1
779.0;145;1000302;58091;Roma;Nomentano;2;2.0;Lidl Jolly;2;107229;Roma;25;150673;22;1
785.0;1046;1000307;58091;Roma;Nomentano;2;2.0;BeCharge Enerpetroli Roma;2;157681;Roma;25;226597;22;1
791.0;31;1000313;58091;Roma;Tiburtino;2;2.0;Bici & Motori;2;88978;Roma;33;125717;40;1
791.0;31;1000313;58091;Roma;Tiburtino;2;2.0;Bici & Motori;2;88978;Roma;2;125716;40;1
791.0;31;1000313;58091;Roma;Tiburtino;2;2.0;Bici & Motori;2;88978;Roma;25;125715;7;1
801.0;1416;1000448;58091;Roma;Monte Sacro;3;3.0;Via Val di Cogne 40;2;162801;not avaialble;25;233803;22;1
801.0;1416;1000448;58091;Roma;Monte Sacro;3;3.0;Via Val di Cogne 40;2;162801;not avaialble;36;233802;3.7;1
801.0;1416;1000448;58091;Roma;Monte Sacro;3;3.0;Roma Val di Cogne | EnelX fast;2;162799;Roma;2;233798;50;1
801.0;1416;1000448;58091;Roma;Monte Sacro;3;3.0;Roma Val di Cogne | EnelX fast;2;162799;Roma;33;233797;50;1
801.0;1416;1000448;58091;Roma;Monte Sacro;3;3.0;Roma Val di Cogne | EnelX fast;2;162799;Roma;1036;233799;43;1
810.0;5938;1000412;58091;Roma;Castel Giubileo;4;3.0;Piazza Marianna Benti Bulgarelli | EnelX;1;210191;Roma;36;349153;3;1
810.0;5938;1000412;58091;Roma;Castel Giubileo;4;3.0;Piazza Marianna Benti Bulgarelli | EnelX;1;210191;Roma;25;349152;22;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Roma West Supercharger;12;190299;Rome;33;307576;250;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Ewiva Magliana Sud;3;274309;Roma;33;474175;300;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Ewiva Magliana Sud;3;274309;Roma;33;474174;300;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Roma The Village | EnelX;12;58004;Roma;25;72926;22;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Roma The Village | EnelX;12;58004;Roma;36;72927;3.7;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Parco dei Medici - Roma | Acea e-mobility;2;190087;Roma;25;306970;22;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Parco dei Medici - Roma | Acea e-mobility;2;190087;Roma;36;306971;3.7;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Ionity Rome West;6;235750;Rome;33;388222;350;1
825.0;1741;1001518;58091;Roma;Magliana Vecchia;4;11.0;Ewiva Magliana Sud;3;274309;Roma;33;474173;300;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Via Franscesco D'Ovidio;2;194119;Rome;2;315419;50;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Via Franscesco D'Ovidio;2;194119;Rome;33;315418;50;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Via Franscesco D'Ovidio;2;194119;Rome;1036;315420;43;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Acea ;1;175316;Roma;2;271126;50;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Acea ;1;175316;Roma;33;271125;50;1
830.0;5414;1000465;58091;Roma;Monte Sacro Alto;4;3.0;Acea ;1;175316;Roma;25;271127;22;1
851.0;2097;1000469;58091;Roma;Casal Boccone;4;3.0;Via della Bufalotta;2;168209;Rome;1036;254847;43;1
851.0;2097;1000469;58091;Roma;Casal Boccone;4;3.0;Via della Bufalotta;2;168209;Rome;2;254846;50;1
851.0;2097;1000469;58091;Roma;Casal Boccone;4;3.0;Via della Bufalotta;2;168209;Rome;33;254845;50;1
853.0;1831;1000493;58091;Roma;Monte Sacro;3;3.0;Viale Tirreno;2;174719;Rome;1036;270013;43;1
853.0;1831;1000493;58091;Roma;Monte Sacro;3;3.0;Viale Tirreno;2;174719;Rome;2;270012;50;1
853.0;1831;1000493;58091;Roma;Monte Sacro;3;3.0;Viale Tirreno;2;174719;Rome;33;270011;50;1
865.0;1372;1000491;58091;Roma;Casal Boccone;4;3.0;Tesla Porta di Roma;8;211223;Roma;33;351389;250;1
872.0;5212;1000503;58091;Roma;Collatino;3;4.0;Renexia Recharge AdS Tiburtina Sud;3;257278;Roma;33;428182;110;1
872.0;5212;1000503;58091;Roma;Collatino;3;4.0;Renexia Recharge AdS Tiburtina Sud;3;257278;Roma;2;428183;51;1
872.0;5212;1000503;58091;Roma;Collatino;3;4.0;Renexia Recharge AdS Tiburtina Sud;3;257278;Roma;25;428184;22;1
889.0;1953;1000523;58091;Roma;Ponte Mammolo;3;4.0;Urban Garden Hotel;1;125732;Roma;25;175704;7.4;1
897.0;526;1000529;58091;Roma;Settecamini;5;4.0;CET Settecamini;2;60779;Roma;26;76555;not available;1
897.0;526;1000529;58091;Roma;Settecamini;5;4.0;CET Settecamini;2;60779;Roma;36;76554;3;1
899.0;1085;1000530;58091;Roma;Settecamini;5;4.0;Axpo - Tecnopolo Olivetti;2;126212;Roma;25;176395;22;1
899.0;1085;1000530;58091;Roma;Settecamini;5;4.0;Tecnopolo;4;125731;Roma;25;175703;22;1
900.0;5033;1000531;58091;Roma;Tiburtino;3;4.0;Best Western Blu Hotel Roma;1;77728;Roma;1036;111502;22;1
910.0;673;1000542;58091;Roma;San Basilio;4;4.0;Renault RRG;not avaialble;107350;Roma;1036;150849;not available;1
910.0;673;1000542;58091;Roma;San Basilio;4;4.0;Audi Roma;1;192874;Rome;33;312815;150;1
911.0;2335;1000543;58091;Roma;Pietralata;3;4.0;Roma Camesena | EnelX Fast;3;172930;Roma;33;263856;50;1
911.0;2335;1000543;58091;Roma;Pietralata;3;4.0;Roma Camesena | EnelX Fast;3;172930;Roma;25;263859;22;1
911.0;2335;1000543;58091;Roma;Pietralata;3;4.0;Roma Camesena | EnelX Fast;3;172930;Roma;1036;263858;43;1
911.0;2335;1000543;58091;Roma;Pietralata;3;4.0;Roma Camesena | EnelX Fast;3;172930;Roma;2;263857;50;1
911.0;2335;1000543;58091;Roma;Pietralata;3;4.0;Roma Camesena | EnelX Fast;3;172930;Roma;36;263860;3;1
940.0;1590;1000646;58091;Roma;Prenestino-Labicano;3;5.0;Garage Parcheggi | Enel X ;2;113854;Roma ;25;159931;22;1
942.0;8254;1000703;58091;Roma;Prenestino-Centocelle;3;5.0;Moauro srl - Officina e Soccorso Stradale Europ Assistance | EnelX;4;149461;Roma;25;207059;22;1
942.0;8254;1000703;58091;Roma;Prenestino-Centocelle;3;5.0;Moauro srl - Officina e Soccorso Stradale Europ Assistance | EnelX;4;149461;Roma;36;207060;3.7;1
942.0;8254;1000703;58091;Roma;Prenestino-Centocelle;3;5.0;Eneldrive Autorimessa Primula;2;58089;Roma;36;73101;3;1
942.0;8254;1000703;58091;Roma;Prenestino-Centocelle;3;5.0;Eneldrive Autorimessa Primula;2;58089;Roma;25;73100;22;1
948.0;5625;1000707;58091;Roma;Alessandrino;4;5.0;EnelX EVA+ Bella Villa;4;113781;Roma;2;159802;50;1
948.0;5625;1000707;58091;Roma;Alessandrino;4;5.0;EnelX EVA+ Bella Villa;4;113781;Roma;1036;159803;43;1
948.0;5625;1000707;58091;Roma;Alessandrino;4;5.0;EnelX EVA+ Bella Villa;4;113781;Roma;33;159801;50;1
952.0;6802;1000719;58091;Roma;Prenestino-Centocelle;3;5.0;Via dei Noci;2;194122;Rome;33;315425;50;1
952.0;6802;1000719;58091;Roma;Prenestino-Centocelle;3;5.0;Via dei Noci;2;194122;Rome;2;315426;50;1
952.0;6802;1000719;58091;Roma;Prenestino-Centocelle;3;5.0;Via dei Noci;2;194122;Rome;1036;315427;43;1
983.0;2962;1000918;58091;Roma;Appio-Latino;3;7.0;Roma Appia | EnelX;3;58090;Roma;36;73103;3;1
983.0;2962;1000918;58091;Roma;Appio-Latino;3;7.0;Roma Appia | EnelX;3;58090;Roma;25;73102;3;1
993.0;18578;1000812;58091;Roma;Lunghezza;5;6.0;Enel X ;2;176232;Roma;33;273120;50;1
993.0;18578;1000812;58091;Roma;Lunghezza;5;6.0;Enel X ;2;176232;Roma;1036;273122;43;1
993.0;18578;1000812;58091;Roma;Lunghezza;5;6.0;Enel X ;2;176232;Roma;2;273121;50;1
1006.0;3952;1000829;58091;Roma;Torre Spaccata;4;6.0;Enel X Way AdS Casilina Interna;2;192995;Rome;33;313088;50;1
1034.0;3052;1000865;58091;Roma;Torre Angela;5;6.0;Enel X AdS Casilina Esterna;4;192994;Roma;33;313087;350;1
1037.0;1308;1000909;58091;Roma;Tuscolano;3;7.0; Holiday Inn Express Rome San Giovanni;2;77985;Roma;1036;112159;22;1
1041.0;1458;1000929;58091;Roma;Tuscolano;3;7.0;Ewiva Volkswagen Balduina;1;192875;Rome;33;312816;150;1
1048.0;6692;1001625;58091;Roma;Gianicolense;3;12.0;Acea ;1;175903;Roma;33;272485;50;1
1048.0;6692;1001625;58091;Roma;Gianicolense;3;12.0;Acea ;1;175903;Roma;1036;272487;22;1
1048.0;6692;1001625;58091;Roma;Gianicolense;3;12.0;Acea ;1;175903;Roma;2;272486;50;1
1058.0;1684;1001202;58091;Roma;Europa;4;9.0;EnelX EVA+ Largo Apollinaire;4;101694;Roma;1036;143090;43;1
1058.0;1684;1001202;58091;Roma;Europa;4;9.0;EnelX EVA+ Largo Apollinaire;4;101694;Roma;33;143088;50;1
1058.0;1684;1001202;58091;Roma;Europa;4;9.0;EnelX EVA+ Largo Apollinaire;4;101694;Roma;2;143089;50;1
1058.0;1684;1001202;58091;Roma;Europa;4;9.0;Enel Drive Europa Ovest;2;24914;Roma;36;26836;3;1
